"index","total_size","total_docs","doc_toDelete","sizesaving","sizesavingNonConvert","action_needed","action_took"
"filebeat-7.7.0-2021.05.03","19922638","11378","0","0.0185544025152922","19922638","DELETE_INDEX","NOTHING"
"dhcp-logs-2021.05.25","252740516","356020","0","0.235382948070765","252740516","DELETE_INDEX","NOTHING"
"pulsesecure-syslog-2021.08.20","619875","431","0","0",,,"NOTHING"
"dhcp-logs-2021.05.24","111982827","147239","0","0.10429213475436","111982827","DELETE_INDEX","NOTHING"
"filebeat-7.7.0-2021.05.02","16639735","9483","0","0.0154969608411193","16639735","DELETE_INDEX","NOTHING"
"pulsesecure-syslog-2021.08.21","440287","310","0","0",,,"NOTHING"
"filebeat-7.7.0-2021.05.09","15160913","9563","0","0.0141197005286813","15160913","DELETE_INDEX","NOTHING"
"dhcp-logs-2021.05.23","113130772","149412","0","0.105361241847277","113130772","DELETE_INDEX","NOTHING"
"filebeat-7.7.0-2021.05.08","18714914","10088","0","0.0174296218901873","18714914","DELETE_INDEX","NOTHING"
"dhcp-logs-2021.05.22","107424701","139206","0","0.100047049112618","107424701","DELETE_INDEX","NOTHING"
"filebeat-7.7.0-2021.05.07","25637273","11033","0","0.0238765710964799","25637273","DELETE_INDEX","NOTHING"
"dhcp-logs-2021.05.21","170145983","231613","0","0.158460794948041","170145983","DELETE_INDEX","NOTHING"
"filebeat-7.7.0-2021.05.06","35225338","11461","0","0.0328061524778605","35225338","DELETE_INDEX","NOTHING"
"dhcp-logs-2021.05.20","248540086","348648","0","0.231470992788672","248540086","DELETE_INDEX","NOTHING"
"%{[@metadata][beat]}-%{[@metadata][version]}-2021.04.30","715870178","1061014","0","0.666706057265401","715870178","DELETE_INDEX","NOTHING"
"pulsesecure-syslog-2021.08.28","428798","318","0","0",,,"NOTHING"
"pulsesecure-syslog-2021.08.29","430688","321","0","0",,,"NOTHING"
"filebeat-7.13.2-2021.08.20-000003","107364980197","225893289","468","0.000207159713971518","222436.049139096","DELETE_DOCS","NOTHING"
"pulsesecure-syslog-2021.08.26","851108","529","0","0",,,"NOTHING"
"filebeat-7.7.0-2021.05.12","30318348","10699","0","0.028236161917448","30318348","DELETE_INDEX","NOTHING"
"filebeat-7.7.0-2021.05.11","26335322","10818","0","0.0245266798883677","26335322","DELETE_INDEX","NOTHING"
"pulsesecure-syslog-2021.08.27","500516","405","0","0",,,"NOTHING"
"dhcp-logs-2021.05.19","240920298","336133","0","0.224374512210488","240920298","DELETE_INDEX","NOTHING"
"dhcp-logs-2021.05.18","243907336","350283","0","0.227156408131123","243907336","DELETE_INDEX","NOTHING"
"filebeat-7.7.0-2021.05.10","20798827","11866","0","0.0193704171106219","20798827","DELETE_INDEX","NOTHING"
"pulsesecure-syslog-2021.08.24","772323","477","0","0",,,"NOTHING"
"pulsesecure-syslog-2021.08.25","777517","498","0","0",,,"NOTHING"
"dhcp-logs-2021.05.17","215033922","311700","0","0.200265945866704","215033922","DELETE_INDEX","NOTHING"
"magento_integration_0553-2021.05.17","20245567","36530","0","0.0188551535829902","20245567","DELETE_INDEX","NOTHING"
"magento_integration_0553-2021.05.16","10405601","17885","0","0.0096909711137414","10405601","DELETE_INDEX","NOTHING"
"magento_integration_0553-2021.05.19","22590206","41209","0","0.021038768813014","22590206","DELETE_INDEX","NOTHING"
"magento_integration_0553-2021.05.18","18777225","34503","0","0.0174876535311341","18777225","DELETE_INDEX","NOTHING"
"magento_integration_0553-2021.05.13","18681228","30025","0","0.0173982493579388","18681228","DELETE_INDEX","NOTHING"
"heartbeat-7.10.0-2021.05.06-000005","416","0","0","0",,,"NOTHING"
"metricbeat-7.13.2-2021.06.27-000002","107547086791","155892455","155892455","0",,,"NOTHING"
"apigw_dev_policyviolationevents","197381","10","0","0",,"no_timestamp","NOTHING"
"magento_integration_0553-2021.05.12","16230387","25411","0","0.0151157258078456","16230387","DELETE_INDEX","NOTHING"
"magento_integration_0553-2021.05.15","10504663","17916","0","0.00978322979062796","10504663","DELETE_INDEX","NOTHING"
"magento_integration_0553-2021.05.14","17884380","29973","0","0.0166561268270016","17884380","DELETE_INDEX","NOTHING"
"magento_integration_0553-2021.05.20","14751749","24411","0","0.0137386368587613","14751749","DELETE_INDEX","NOTHING"
"magento_integration_0553-2021.05.22","10751695","19253","0","0.0100132962688804","10751695","DELETE_INDEX","NOTHING"
"metricbeat-7.10.0-2021.06.10-000022","416","0","0","0",,,"NOTHING"
"magento_integration_0553-2021.05.21","17740581","32342","0","0.0165222035720944","17740581","DELETE_INDEX","NOTHING"
"inspire_audit_log_prod-2021.04.26","486889","13","0","0.000453450717031956","486889","DELETE_INDEX","NOTHING"
"pulsesecure-syslog-2021.08.31","766235","476","0","0",,,"NOTHING"
"inspire_audit_log_prod-2021.04.20","734824","19","0","0.000684358179569244","734824","DELETE_INDEX","NOTHING"
"pulsesecure-syslog-2021.08.30","755500","474","0","0",,,"NOTHING"
"inspire_audit_log_prod-2021.04.21","698353","19","0","0.000650391913950443","698353","DELETE_INDEX","NOTHING"
"filebeat-7.7.0-2021.05.01","19631148","10196","0","0.0182829312980175","19631148","DELETE_INDEX","NOTHING"
"inspire_audit_log_prod-2021.04.28","1489100","575","0","0.00138683244585991","1489100","DELETE_INDEX","NOTHING"
"inspire_audit_log_prod-2021.04.27","1173605","288","0","0.0010930048301816","1173605","DELETE_INDEX","NOTHING"
"inspire_audit_log_prod-2021.04.29","1033129","243","0","0.000962176360189915","1033129","DELETE_INDEX","NOTHING"
"filebeat-7.13.1-2021.07.08-000002","7673569897","25380988","759737","0.213920466604392","229695352.002731","DELETE_DOCS","NOTHING"
"magento_integration_0553-2021.05.28","14942041","24399","0","0.01391586009413","14942041","DELETE_INDEX","NOTHING"
"magento_integration_0553-2021.05.27","11992609","19863","0","0.0111689874902368","11992609","DELETE_INDEX","NOTHING"
"magento_integration_0553-2021.05.29","9511726","17285","0","0.00885848514735699","9511726","DELETE_INDEX","NOTHING"
"filebeat-7.8.0-2021.07.04-000033","416","0","0","0",,,"NOTHING"
"filebeat-7.3.1-2021.08.25-000041","416","0","0","0",,,"NOTHING"
"magento_integration_0553-2021.05.24","9760742","17481","0","0.00909039936959743","9760742","DELETE_INDEX","NOTHING"
"magento_integration_0553-2021.05.23","10108953","17804","0","0.00941469613462687","10108953","DELETE_INDEX","NOTHING"
"magento_integration_0553-2021.05.26","17119117","29321","0","0.0159434201195836","17119117","DELETE_INDEX","NOTHING"
"magento_integration_0553-2021.05.25","17388077","28557","0","0.0161939086392522","17388077","DELETE_INDEX","NOTHING"
"magento_integration_0553-2021.05.31","13209714","21637","0","0.0123025048524141","13209714","DELETE_INDEX","NOTHING"
"magento_integration_0553-2021.05.30","9564150","17280","0","0.00890730880200863","9564150","DELETE_INDEX","NOTHING"
".kibana-event-log-7.10.2-000008","416","0","0","0",,,"NOTHING"
"inspire_audit_log_prod-2021.04.13","847911","33","0","0.000789678655564785","847911","DELETE_INDEX","NOTHING"
"inspire_audit_log_prod-2021.04.12","719480","53","0","0.000670067965984344","719480","DELETE_INDEX","NOTHING"
"inspire_audit_log_prod-2021.04.15","384668","10","0","0.000358249992132187","384668","DELETE_INDEX","NOTHING"
"inspire_audit_log_prod-2021.04.14","83585","3","0","7.78445973992348E-05","83585","DELETE_INDEX","NOTHING"
".monitoring-beats-7-mb-2021.09.04","2168212513","1748131","0","0",,,"NOTHING"
".monitoring-beats-7-mb-2021.09.03","2161181249","1748338","0","0",,,"NOTHING"
"metricbeat-7.9.0-2021.06.01-000022","416","0","0","0",,,"NOTHING"
".monitoring-beats-7-mb-2021.09.08","2166412219","1747408","0","0",,,"NOTHING"
".monitoring-beats-7-mb-2021.09.07","2164450562","1748119","0","0",,,"NOTHING"
"inspire_audit_log_prod-2021.04.16","74189","2","0","6.90938904881477E-05","74189","DELETE_INDEX","NOTHING"
"inspire_audit_log_prod-2021.04.19","828484","31","0","0.00077158585190773","828484","DELETE_INDEX","NOTHING"
".monitoring-beats-7-mb-2021.09.06","2169386061","1748130","0","0",,,"NOTHING"
".monitoring-beats-7-mb-2021.09.05","2166730041","1748128","0","0",,,"NOTHING"
".kibana-event-log-7.10.2-000005","106633166","647477","0","0",,,"NOTHING"
".kibana-event-log-7.10.2-000006","416","0","0","0",,,"NOTHING"
".monitoring-beats-7-mb-2021.09.09","1474880909","1014342","0","0",,,"NOTHING"
".kibana-event-log-7.10.2-000007","416","0","0","0",,,"NOTHING"
"auditbeat-7.12.1-2021.08.26-000015","416","0","0","0",,,"NOTHING"
"filebeat-7.12.0-2021.04.14-000002","2577583523","6921167","0","2.4005617229268","2577583523","DELETE_INDEX","NOTHING"
"filebeat-7.8.0-2021.04.09-000024","13005414","52163","0","0.0121122356504202","13005414","DELETE_INDEX","NOTHING"
"auditbeat-7.12.1-2021.06.03-000003","1830786866","1589619","0","1.70505313761532","1830786866","DELETE_INDEX","NOTHING"
"auditbeat-7.10.0-2021.07.08-000015","416","0","0","0",,,"NOTHING"
"shrink-w5pv-filebeat-7.0.1-2021.08.25-000041","416","0","0","0",,,"NOTHING"
"filebeat-7.11.1-2021.05.20-000018","1284036486","3874958","0","1.19585216604173","1284036486","DELETE_INDEX","NOTHING"
"auditbeat-7.10.0-2021.08.05-000019","416","0","0","0",,,"NOTHING"
".fleet-enrollment-api-keys-7","13628","2","0","0",,,"NOTHING"
".apm-agent-configuration","566","0","0","0",,,"NOTHING"
"winlogbeat-7.10.2-2021.08.12-000030","416","0","0","0",,,"NOTHING"
"metricbeat-7.10.2-2021.05.30-000031","64624020192","106867540","0","60.1858088672161","64624020192","DELETE_INDEX","NOTHING"
"winlogbeat-7.10.2-2021.07.15-000026","416","0","0","0",,,"NOTHING"
"auditbeat-7.14.0-2021.09.08-000001","292179575","208694","0","0",,,"NOTHING"
"heartbeat-7.10.0-2021.08.04-000008","416","0","0","0",,,"NOTHING"
"shrink-qio1-winlogbeat-7.10.1-2021.07.22-000028","416","0","0","0",,,"NOTHING"
"dhcp-logs-2021.05.16","107756448","144011","0","0.100356012582779","107756448","DELETE_INDEX","NOTHING"
"dhcp-logs-2021.05.15","109147568","145329","0","0.101651594042778","109147568","DELETE_INDEX","NOTHING"
"dhcp-logs-2021.05.14","164478041","229915","0","0.15318211261183","164478041","DELETE_INDEX","NOTHING"
"dhcp-logs-2021.05.13","227682664","325825","0","0.212046004831791","227682664","DELETE_INDEX","NOTHING"
"dhcp-logs-2021.05.12","237035032","328766","0","0.220756076276302","237035032","DELETE_INDEX","NOTHING"
"dhcp-logs-2021.05.11","242488976","331243","0","0.225835457444191","242488976","DELETE_INDEX","NOTHING"
"dhcp-logs-2021.05.10","233919590","318047","0","0.217854594811797","233919590","DELETE_INDEX","NOTHING"
"metricbeat-7.5.2-2021.08.20-000014","416","0","0","0",,,"NOTHING"
"dhcp-logs-2021.05.09","133313624","171696","0","0.124157987535","133313624","DELETE_INDEX","NOTHING"
"dhcp-logs-2021.05.08","104252811","131691","0","0.0970929963514209","104252811","DELETE_INDEX","NOTHING"
"dhcp-logs-2021.05.07","163342343","215037","0","0.152124411426485","163342343","DELETE_INDEX","NOTHING"
"dhcp-logs-2021.05.06","238130278","323532","0","0.22177610360086","238130278","DELETE_INDEX","NOTHING"
"auditbeat-7.12.0-2021.06.07-000007","10334418319","7662372","7662372","0",,,"NOTHING"
"shrink-xjwt-metricbeat-pdv-2021.06.21-000003","11128981423","13348369","9065255","7.03894171136364","7558006112.18928","DELETE_DOCS","NOTHING"
"shrink-ntog-auditbeat-7.13.4-2021.08.26-000006","10354772459","10462674","0","0",,,"NOTHING"
"dhcp-logs-2021.05.05","259657627","352074","0","0.241825009696186","259657627","DELETE_INDEX","NOTHING"
".kibana_6","32260632","10910","0","0",,,"NOTHING"
".kibana_5","11739360","4695","0","0",,,"NOTHING"
"pulsesecure-syslog-2021.08.01","341433","153","0","0",,,"NOTHING"
"dhcp-logs-2021.05.04","237218412","320188","0","0.220926862210035","237218412","DELETE_INDEX","NOTHING"
"dhcp-logs-2021.05.03","225031108","305180","0","0.209576550871134","225031108","DELETE_INDEX","NOTHING"
"dhcp-logs-2021.05.02","132410559","169923","0","0.123316942714155","132410559","DELETE_INDEX","NOTHING"
"dhcp-logs-2021.05.01","127322149","160986","0","0.118577991612256","127322149","DELETE_INDEX","NOTHING"
".kibana_2","526966","201","0","0",,,"NOTHING"
".kibana_1","639418","198","0","0",,,"NOTHING"
".kibana_4","5500722","2183","0","0",,,"NOTHING"
".kibana_3","4095402","1449","0","0",,,"NOTHING"
"pulsesecure-syslog-2021.08.08","274620","153","0","0",,,"NOTHING"
"pulsesecure-syslog-2021.08.09","735440","412","0","0",,,"NOTHING"
"pulsesecure-syslog-2021.08.06","946257","519","0","0",,,"NOTHING"
"pulsesecure-syslog-2021.08.07","241508","153","0","0",,,"NOTHING"
"filebeat-7.11.1-2021.05.01-000012","53802058861","123402024","0","50.10707197804","53802058861","DELETE_INDEX","NOTHING"
"pulsesecure-syslog-2021.08.04","580084","337","0","0",,,"NOTHING"
"pulsesecure-syslog-2021.08.05","783962","534","0","0",,,"NOTHING"
"pulsesecure-syslog-2021.08.02","654730","269","0","0",,,"NOTHING"
"pulsesecure-syslog-2021.08.03","793941","463","0","0",,,"NOTHING"
"auditbeat-7.12.0-2021.08.16-000017","3375404866","2827246","0","0",,,"NOTHING"
".apm-custom-link","416","0","0","0",,,"NOTHING"
"filebeat-7.8.0-2021.05.14-000029","416","0","0","0",,,"NOTHING"
"heartbeat-7.10.2-2021.04.18-000003","956024170","192130","0","0.890366891399026","956024170","DELETE_INDEX","NOTHING"
".kibana-event-log-7.13.4-000002","302403989","1319755","0","0",,,"NOTHING"
".kibana-event-log-7.13.4-000001","329852606","2133138","0","0",,,"NOTHING"
"auditbeat-7.13.2-2021.07.20-000006","11611970399","9057074","0","0",,,"NOTHING"
"metricbeat-7.9.0-2021.08.21-000027","416","0","0","0",,,"NOTHING"
"auditbeat-7.10.0-2021.04.29-000005","416","0","0","0",,,"NOTHING"
".reporting-2020.05.17","3561224","10","0","0",,,"NOTHING"
"winlogbeat-7.10.2-2021.07.29-000028","416","0","0","0",,,"NOTHING"
"log_inconnu-2021.06.29","50915486931","39867882","39867882","0",,,"NOTHING"
"log_inconnu-2021.06.27","51486831283","40082467","40082467","0",,,"NOTHING"
"log_inconnu-2021.06.28","51792601199","40218913","40218913","0",,,"NOTHING"
"shrink-i6q--abc_audit_log_prod-2021.08.17-000041","416","0","0","0",,,"NOTHING"
"metricbeat-7.5.2-2021.05.22-000011","416","0","0","0",,,"NOTHING"
"log_inconnu-2021.06.30","52661990183","40949389","40949389","0",,,"NOTHING"
"log_inconnu-2021.06.18","51187600622","40424644","40424644","0",,,"NOTHING"
"log_inconnu-2021.06.19","51256318144","40570920","40570920","0",,,"NOTHING"
"log_inconnu-2021.06.16","53012785393","41449003","41449003","0",,,"NOTHING"
"log_inconnu-2021.06.17","51529131752","40950040","40950040","0",,,"NOTHING"
"pulsesecure-syslog-2021.04.13","868339","495","0","0.00080870371311903","868339","DELETE_INDEX","NOTHING"
"pulsesecure-syslog-2021.04.14","1427821","1530","0","0.00132976192981005","1427821","DELETE_INDEX","NOTHING"
".ml-anomalies-custom-windows_anomalous_user_name_ecs","566","0","0","0",,,"NOTHING"
"pulsesecure-syslog-2021.04.15","581085","406","0","0.000541177578270435","581085","DELETE_INDEX","NOTHING"
"pulsesecure-syslog-2021.04.16","475744","192","0","0.000443071126937866","475744","DELETE_INDEX","NOTHING"
"pulsesecure-syslog-2021.04.10","311558","171","0","0.000290160998702049","311558","DELETE_INDEX","NOTHING"
"pulsesecure-syslog-2021.04.11","316909","153","0","0.000295144505798817","316909","DELETE_INDEX","NOTHING"
"pulsesecure-syslog-2021.04.12","1286631","1074","0","0.00119826849550009","1286631","DELETE_INDEX","NOTHING"
"shrink-cqjr-abc_audit_log_prod-2021.08.10-000040","416","0","0","0",,,"NOTHING"
"log_inconnu-2021.06.25","51248303326","39946552","39946552","0",,,"NOTHING"
"log_inconnu-2021.06.26","51520102985","40633269","40633269","0",,,"NOTHING"
"log_inconnu-2021.06.23","51845094114","40704828","40704828","0",,,"NOTHING"
"shrink-tfh9-inspire_audit_log_prod-2021.08.20-000042","416","0","0","0",,,"NOTHING"
"log_inconnu-2021.06.24","49964862787","39654331","39654331","0",,,"NOTHING"
"pulsesecure-syslog-2021.04.17","296521","153","0","0.000276156701147556","296521","DELETE_INDEX","NOTHING"
"log_inconnu-2021.06.21","51318544098","40824626","40824626","0",,,"NOTHING"
"pulsesecure-syslog-2021.04.18","355806","153","0","0.000331370159983635","355806","DELETE_INDEX","NOTHING"
"log_inconnu-2021.06.22","51594328903","41216655","41216655","0",,,"NOTHING"
"pulsesecure-syslog-2021.04.19","873860","558","0","0.000813845545053482","873860","DELETE_INDEX","NOTHING"
"log_inconnu-2021.06.20","51609148580","40612549","40612549","0",,,"NOTHING"
"log_inconnu-2021.06.09","52102078925","40193657","0","48.5238422872499","52102078925","DELETE_INDEX","NOTHING"
"metricbeat-7.13.2-2021.08.10-000023","107355654544","154191122","0","0",,,"NOTHING"
"log_inconnu-2021.06.07","51197504026","39771016","0","47.6813912633806","51197504026","DELETE_INDEX","NOTHING"
"log_inconnu-2021.06.08","51723528768","39975864","0","48.1712899804115","51723528768","DELETE_INDEX","NOTHING"
"log_inconnu-2021.06.05","51673669538","39807697","0","48.1248549539596","51673669538","DELETE_INDEX","NOTHING"
".reporting-2020.05.24","5115994","9","0","0",,,"NOTHING"
"log_inconnu-2021.06.06","50298359635","39552814","0","46.8439977942035","50298359635","DELETE_INDEX","NOTHING"
"pulsesecure-syslog-2021.04.24","350355","169","0","0.000326293520629406","350355","DELETE_INDEX","NOTHING"
"pulsesecure-syslog-2021.04.25","237444","153","0","0.000221136957406998","237444","DELETE_INDEX","NOTHING"
"pulsesecure-syslog-2021.04.26","716113","349","0","0.000666932202875614","716113","DELETE_INDEX","NOTHING"
"metricbeat-7.10.0-2021.07.17-000024","416","0","0","0",,,"NOTHING"
"metricbeat-7.10.0-2021.05.27-000020","416","0","0","0",,,"NOTHING"
"pulsesecure-syslog-2021.04.27","477178","306","0","0.000444406643509865","477178","DELETE_INDEX","NOTHING"
"pulsesecure-syslog-2021.04.20","1036975","671","0","0.000965758226811886","1036975","DELETE_INDEX","NOTHING"
"pulsesecure-syslog-2021.04.21","808797","570","0","0.000753250904381275","808797","DELETE_INDEX","NOTHING"
"pulsesecure-syslog-2021.04.22","1279460","1128","0","0.00119158998131752","1279460","DELETE_INDEX","NOTHING"
"pulsesecure-syslog-2021.04.23","458979","233","0","0.000427457503974438","458979","DELETE_INDEX","NOTHING"
"log_inconnu-2021.06.14","53927413644","41567284","41567284","0",,,"NOTHING"
"log_inconnu-2021.06.15","52177478902","41675197","41675197","0",,,"NOTHING"
"log_inconnu-2021.06.12","51423969864","40533598","40533598","0",,,"NOTHING"
"log_inconnu-2021.06.13","50923918770","40089869","40089869","0",,,"NOTHING"
"pulsesecure-syslog-2021.04.28","509715","265","0","0.000474709086120129","509715","DELETE_INDEX","NOTHING"
"log_inconnu-2021.06.10","52880032365","42224711","0","49.2483678879216","52880032365","DELETE_INDEX","NOTHING"
"pulsesecure-syslog-2021.04.29","677870","410","0","0.000631315633654594","677870","DELETE_INDEX","NOTHING"
"log_inconnu-2021.06.11","52203747551","40776686","0","48.6185285737738","52203747551","DELETE_INDEX","NOTHING"
"metricbeat-7.9.0-2021.06.15-000024","416","0","0","0",,,"NOTHING"
"pulsesecure-syslog-2021.04.30","567614","236","0","0.00052863173186779","567614","DELETE_INDEX","NOTHING"
"log_inconnu-2021.06.03","51928992960","40248136","0","48.3626434206963","51928992960","DELETE_INDEX","NOTHING"
"metricbeat-7.13.2-2021.07.10-000008","107495260514","155944018","96685484","62.0700367233365","66647194447.0623","DELETE_DOCS","NOTHING"
".monitoring-alerts-7","5892364","34379","0","0",,,"NOTHING"
"log_inconnu-2021.06.04","52291379959","40173583","0","48.7001426136121","52291379959","DELETE_INDEX","NOTHING"
"log_inconnu-2021.06.01","52611703335","40959856","0","48.998467004858","52611703335","DELETE_INDEX","NOTHING"
"log_inconnu-2021.06.02","55809305082","43957270","0","51.9764656964689","55809305082","DELETE_INDEX","NOTHING"
"logstash-telecom-dhcp-logs-ilm-2021.08.24-000006","416","0","0","0",,,"NOTHING"
"filebeat-7.4.0-2021.06.15-000008","416","0","0","0",,,"NOTHING"
"metricbeat-7.13.2-2021.07.21-000013","107648495806","154321900","0","0",,,"NOTHING"
".ml-anomalies-custom-windows_anomalous_process_all_hosts_ecs","39918","3","0","0",,,"NOTHING"
"filebeat-7.8.0-2021.05.28-000031","416","0","0","0",,,"NOTHING"
"auditbeat-7.12.0-2021.07.19-000013","2968286622","2448533","0","0",,,"NOTHING"
"shrink-filebeat-7.10.2-2021.04.27-000014","15295572516","27138338","0","14.2451119758189","15295572516","DELETE_INDEX","NOTHING"
"heartbeat-7.9.3-2021.02.21-000005","416","0","0","0",,,"NOTHING"
"logstash-syslog-2021.06.03","99604","104","0","9.27634537220001E-05","99604","DELETE_INDEX","NOTHING"
"shrink-pmrh-inspire_audit_log_prod-2021.07.23-000038","416","0","0","0",,,"NOTHING"
"auditbeat-7.10.0-2021.05.20-000008","416","0","0","0",,,"NOTHING"
"auditbeat-7.12.0-2021.07.26-000014","3329895847","2759355","0","0",,,"NOTHING"
".ml-anomalies-custom-windows_anomalous_script","566","0","0","0",,,"NOTHING"
