"index","total_size","total_docs","doc_toDelete","sizesaving","sizesavingNonConvert","action_needed","action_took"
"shrink-6vtt-winlogbeat-7.13.1-2021.09.05-000285","64526464225","43641975","0","0",,,""
"shrink-9oht-logstash-telecom-checkpoint-syslog-ilm-2021.08.12-000426","53068975046","40128314","0","0",,,""
"logstash-telecom-else-2021.07.20","9357532","21156","0","0",,,""
"logstash-telecom-else-2021.07.21","12292592","28402","0","0",,,""
"shrink-htqo-winlogbeat-7.13.1-2021.09.03-000279","64672350666","42774291","0","0",,,""
"logstash-telecom-else-2021.07.24","7991486","18857","0","0",,,""
"logstash-telecom-else-2021.07.25","8277280","19058","0","0",,,""
"logstash-telecom-else-2021.07.22","9915922","21440","0","0",,,""
"logstash-telecom-else-2021.07.23","10654940","26231","0","0",,,""
"logstash-telecom-snmptrap-cacti-ilm-2021.08.03-000036","30007751","103562","0","0",,,""
"logstash-telecom-else-2021.07.28","9648287","21270","0","0",,,""
"shrink-6c81-logstash-telecom-checkpoint-syslog-ilm-2021.07.29-000406","53281429866","40153675","0","0",,,""
"logstash-telecom-else-2021.07.29","9260648","20262","0","0",,,""
"logstash-telecom-else-2021.07.26","8609614","19741","0","0",,,""
"logstash-telecom-else-2021.07.27","9663822","21787","0","0",,,""
"shrink-arfj-webm_apigw_prd-000035","54143127852","7853064","0","0",,,""
".monitoring-es-7-mb-2021.09.09","15210137795","10703760","0","0",,,""
"logstash-telecom-else-2021.07.19","9720866","21115","0","0",,,""
"shrink-0nas-magento-aws-access_log-prod-ilm-2021.07.21-000037","29894569576","34585707","0","0",,,""
"shrink-qigs-logstash-telecom-firepower-syslog-ilm-2021.08.31-000159","53372977755","80558405","0","0",,,""
"shrink-xgcw-app-write-000052","9594143328","14709498","0","0",,,""
"shrink-56dl-app-write-000047","8918301382","13943562","0","0",,,""
"shrink-logstash-telecom-checkpoint-syslog-ilm-2021.07.18-000388","53382852534","41337902","0","0",,,""
"logstash-telecom-snmptrap-else-ilm-2021.07.27-000035","416","0","0","0",,,""
"shrink-logstash-telecom-checkpoint-syslog-ilm-2021.07.18-000389","53453976900","43750496","0","0",,,""
"shrink-rcvs-logstash-telecom-fwsm-syslog-ilm-2021.08.27-000039","416","0","0","0",,,""
".reporting-2021-02-28","118180","1","0","0",,,""
"shrink-gtcv-winlogbeat-7.11.1-2021.08.19-000026","15671338","9563","0","0",,,""
"magento-aws-customer_log-prod-ilm-2021.09.15-000045","23003329","19840","0","0",,,""
"shrink-bvvn-logstash-telecom-pulsesecure-syslog-ilm-2021.09.06-000050","1059461","1795","0","0",,,""
"logstash-telecom-else-2021.07.31","8296298","18810","0","0",,,""
"shrink-aarl-logstash-telecom-checkpoint-syslog-ilm-2021.09.05-000454","53334968741","40821471","0","0",,,""
"logstash-telecom-else-2021.07.30","9482780","20125","0","0",,,""
".monitoring-es-7-mb-2021.09.10","15278594130","10788467","0","0",,,""
".monitoring-es-7-mb-2021.09.12","15171989289","10579563","0","0",,,""
"shrink-g9o7-logstash-telecom-firepower-syslog-ilm-2021.08.05-000133","53096313168","82681526","0","0",,,""
".monitoring-es-7-mb-2021.09.11","15216986952","10662538","0","0",,,""
"shrink-hrib-winlogbeat-7.13.1-2021.09.04-000281","64776059336","43591064","0","0",,,""
"shrink-ekoi-logstash-telecom-cisco_asr-syslog-ilm-2021.08.31-000043","44161831","108559","0","0",,,""
"shrink-4osk-logstash-telecom-firepower-syslog-ilm-2021.09.14-000173","53121678434","79929663","0","0",,,""
"shrink-77jz-winlogbeat-7.13.1-2021.09.07-000291","64436532917","43429003","0","0",,,""
"shrink-logstash-telecom-checkpoint-syslog-ilm-2021.07.21-000394","53323547404","40937437","0","0",,,""
".monitoring-es-7-mb-2021.09.14","15318997642","10783274","0","0",,,""
".monitoring-es-7-mb-2021.09.13","15206054134","10708340","0","0",,,""
"shrink-zt1c-logstash-telecom-dhcp-logs-ilm-2021.07.27-000038","402741060","932847","0","0",,,""
".monitoring-es-7-mb-2021.09.15","14345786922","10062744","0","0",,,""
"shrink-logstash-telecom-checkpoint-syslog-ilm-2021.07.21-000393","53097158679","40417481","0","0",,,""
"prc_audit_log_prod-ilm-2021.09.08-000044","1660640445","2575155","0","0",,,""
"shrink-logstash-telecom-firepower-syslog-ilm-2021.07.24-000120","52837103968","83207559","0","0",,,""
"logstash-telecom-coreswitch-syslog-2021.06.30","344436","197","197","0",,,""
"filebeat-7.10.2-2021.08.27-000021","5473412101","10247157","0","0",,,""
"logstash-telecom-firepower-mgmt-ilm-2021.07.12-000007","241244","595","497","0.000187670527135625","201509.694117647","DELETE_DOCS","DELETED_DOCS"
"magento-aws-non_parse-ilm-2021.09.01-000043","416","0","0","0",,,""
".monitoring-beats-7-mb-2021.09.11","1453411030","1221118","0","0",,,""
".monitoring-beats-7-mb-2021.09.10","1465416394","1224638","0","0",,,""
"shrink-prc_audit_log_prod-ilm-2021.07.07-000035","1946871678","2646649","2646649","0",,,""
"shrink-xxue-app-write-000051","9946668147","15355603","4974","0.00300065913831413","3221933.21637568","DELETE_DOCS","DELETED_DOCS"
"shrink-uuej-metricbeat-linux-2021.07.29-000050","416","0","0","0",,,""
".monitoring-beats-7-mb-2021.09.15","1516123647","1131688","0","0",,,""
"shrink-logstash-telecom-netscaler-syslog-ilm-2021.07.22-000106","54536275289","81230330","0","0",,,""
".monitoring-beats-7-mb-2021.09.14","1458535889","1221118","0","0",,,""
".monitoring-beats-7-mb-2021.09.13","1457451808","1221107","0","0",,,""
".monitoring-beats-7-mb-2021.09.12","1456400783","1221120","0","0",,,""
"filebeat-linux-2021.06.15-000018","416","0","0","0",,,""
".reporting-2021-02-07","1033416","14","0","0",,,""
"logstash-linux-syslog-2021.09.08-000016","6683888469","11579660","0","0",,,""
"shrink-szup-winlogbeat-7.13.1-2021.08.19-000231","65432746718","42932788","0","0",,,""
"magento-aws-access_log-prod-ilm-2021.08.04-000039","28452689511","31630664","0","0",,,""
"logstash-telecom-coreswitch-syslog-2021.06.20","246396","360","360","0",,,""
".kibana-event-log-7.10.2-000008","416","0","0","0",,,""
"logstash-telecom-coreswitch-syslog-2021.06.21","366990","472","472","0",,,""
"logstash-telecom-coreswitch-syslog-2021.06.22","213162","306","306","0",,,""
"logstash-telecom-coreswitch-syslog-2021.06.23","264914","193","193","0",,,""
"logstash-telecom-coreswitch-syslog-2021.06.24","203980","194","194","0",,,""
"logstash-telecom-coreswitch-syslog-2021.06.25","326338","193","193","0",,,""
"shrink-s956-audit-write-000058","54341806186","36425894","0","0",,,""
"logstash-telecom-coreswitch-syslog-2021.06.26","379554","195","195","0",,,""
"heartbeat-7.10.2-2021.04.26-000001","130661030","251608","46080","0.0222861080767638","23929526.3362055","DELETE_DOCS","DELETED_DOCS"
"filebeat-7.12.0-2021.06.16","2676589732","5900542","0","2.49276844039559","2676589732","DELETE_INDEX","NOTHING"
"shrink-yfuo-logstash-telecom-fwsm-syslog-ilm-2021.08.20-000038","416","0","0","0",,,""
"logstash-telecom-coreswitch-syslog-2021.06.27","400010","175","175","0",,,""
"shrink-9zt9-logstash-telecom-firepower-syslog-ilm-2021.08.25-000154","52888144564","79682041","0","0",,,""
"logstash-telecom-coreswitch-syslog-2021.06.28","202896","191","191","0",,,""
"logstash-telecom-coreswitch-syslog-2021.06.29","295016","181","181","0",,,""
"shrink-x_6s-winlogbeat-7.13.1-2021.08.19-000232","65618361026","42869541","0","0",,,""
"inspire_audit_log_prod-ilm-2021.07.21-000037","940766677","1853220","0","0",,,""
".kibana-event-log-7.10.2-000005","1064529936","5642827","0","0",,,""
".kibana-event-log-7.10.2-000006","852640032","4492987","0","0",,,""
".monitoring-beats-7-mb-2021.09.09","1465835155","1226880","0","0",,,""
".kibana-event-log-7.10.2-000007","416","0","0","0",,,""
"logstash-telecom-else-2021.09.01","11859417","23743","0","0",,,""
"logstash-telecom-coreswitch-syslog-2021.06.10","311790","232","0","0.00029037706553936","311790","DELETE_INDEX","NOTHING"
"logstash-telecom-coreswitch-syslog-2021.06.11","295444","198","0","0.000275153666734695","295444","DELETE_INDEX","NOTHING"
"logstash-telecom-coreswitch-syslog-2021.06.12","287388","202","0","0.000267650932073593","287388","DELETE_INDEX","NOTHING"
"shrink-mbbe-winlogbeat-7.13.1-2021.08.23-000245","64613106316","42939205","0","0",,,""
"logstash-telecom-coreswitch-syslog-2021.06.13","213383","196","0","0.000198728404939175","213383","DELETE_INDEX","NOTHING"
"logstash-telecom-coreswitch-syslog-2021.06.14","265952","196","0","0.000247687101364136","265952","DELETE_INDEX","NOTHING"
"magento-aws-non_parse-ilm-2021.08.18-000041","416","0","0","0",,,""
"logstash-telecom-else-2021.09.05","10900705","21567","0","0",,,""
"shrink-m923-winlogbeat-7.13.1-2021.09.09-000295","64815770141","42121181","0","0",,,""
"logstash-telecom-else-2021.09.04","10832391","21545","0","0",,,""
"logstash-telecom-coreswitch-syslog-2021.06.15","231100","235","0","0.000215228646993637","231100","DELETE_INDEX","NOTHING"
"logstash-telecom-coreswitch-syslog-2021.06.16","211634","293","0","0.000197099521756172","211634","DELETE_INDEX","NOTHING"
"logstash-telecom-else-2021.09.03","12203424","24263","0","0",,,""
"logstash-telecom-coreswitch-syslog-2021.06.17","307658","194","0","0.000286528840661049","307658","DELETE_INDEX","NOTHING"
"logstash-telecom-else-2021.09.02","11500720","22884","0","0",,,""
"logstash-telecom-else-2021.09.09","11596776","24485","0","0",,,""
"logstash-telecom-coreswitch-syslog-2021.06.18","229148","211","211","0",,,""
"logstash-telecom-coreswitch-syslog-2021.06.19","195934","205","205","0",,,""
"logstash-telecom-else-2021.09.08","11926054","23942","0","0",,,""
"logstash-telecom-else-2021.09.07","11857915","23511","0","0",,,""
"logstash-telecom-else-2021.09.06","10825082","21545","0","0",,,""
"shrink-2knu-winlogbeat-7.13.1-2021.08.22-000242","64420885429","43781125","0","0",,,""
"shrink-7ckm-winlogbeat-7.13.1-2021.09.07-000290","64887894267","41963255","0","0",,,""
"shrink-filebeat-cluster_elk_prod-2021.06.29-000020","416","0","0","0",,,""
"filebeat-7.12.1-2021.06.16-900001","103135677","227988","0","0.0960525842383504","103135677","DELETE_INDEX","NOTHING"
"logstash-telecom-cisco_acs-syslog-ilm-2021.09.14-000045","17755571","14929","0","0",,,""
"logstash-telecom-else-2021.09.12","9561624","20587","0","0",,,""
"shrink-d4zs-winlogbeat-7.13.1-2021.08.25-000252","66210667148","42327908","0","0",,,""
"logstash-telecom-else-2021.09.11","9685492","20873","0","0",,,""
"logstash-telecom-coreswitch-syslog-2021.06.01","292180","119","0","0.000272113829851151","292180","DELETE_INDEX","NOTHING"
"logstash-telecom-else-2021.09.10","10520520","22259","0","0",,,""
"shrink-juq6-logstash-telecom-pulsesecure-syslog-ilm-2021.08.09-000046","1309884","1995","0","0",,,""
"logstash-telecom-coreswitch-syslog-2021.06.02","282428","158","0","0.0002630315721035","282428","DELETE_INDEX","NOTHING"
".apm-agent-configuration","566","0","0","0",,,""
"shrink-nr9a-logstash-telecom-checkpoint-syslog-ilm-2021.08.12-000427","53080183475","40550816","0","0",,,""
"metricbeat-7.10.2-2021.09.11-000092","53626724903","88548698","0","0",,,""
"logstash-telecom-coreswitch-syslog-2021.06.03","248614","98","0","0.000231539830565453","248614","DELETE_INDEX","NOTHING"
"logstash-telecom-coreswitch-syslog-2021.06.04","213084","186","0","0.000198449939489365","213084","DELETE_INDEX","NOTHING"
"logstash-telecom-else-2021.09.15","10728103","22760","0","0",,,""
"logstash-telecom-else-2021.09.14","10682655","23026","0","0",,,""
